date,brand,sales
23/08/22,Producto 7,$928.94
23/08/22,Producto 18,$31.64
23/08/22,Producto 23,"$1,206.45"
23/08/22,Producto 16,$9.49
23/08/22,Producto 2,$171.02
23/08/22,Producto 4,$259.87
23/08/22,Producto 6,"$2,341.53"
23/08/22,Producto 17,$391.74
23/08/22,Producto 14,"$1,667.25"
23/08/22,Producto 11,$99.95
23/08/22,Producto 1,$119.92
24/08/22,Producto 14,"$2,123.80"
24/08/22,Producto 23,"$1,247.73"
24/08/22,Producto 9,"$2,532.46"
24/08/22,Producto 7,$909.55
24/08/22,Producto 18,$9.99
24/08/22,Producto 11,$139.93
24/08/22,Producto 6,"$2,999.51"
24/08/22,Producto 4,$239.88
24/08/22,Producto 3,$49.80
24/08/22,Producto 1,$135.92
24/08/22,Producto 2,$179.21
24/08/22,Producto 17,$618.62
24/08/22,Producto 5,"$1,805.90"
24/08/22,Producto 10,$405.76
25/08/22,Producto 11,$79.96
25/08/22,Producto 17,$725.56
25/08/22,Producto 7,"$1,452.62"
25/08/22,Producto 2,$222.82
25/08/22,Producto 4,$479.76
25/08/22,Producto 23,"$1,296.69"
25/08/22,Producto 5,"$2,510.46"
25/08/22,Producto 18,$28.97
25/08/22,Producto 14,"$2,647.70"
25/08/22,Producto 6,"$3,195.45"
25/08/22,Producto 3,$37.35
25/08/22,Producto 1,$84.95
25/08/22,Producto 10,$553.67
25/08/22,Producto 9,"$2,997.16"
26/08/22,Producto 3,$54.78
26/08/22,Producto 14,"$2,900.13"
26/08/22,Producto 5,"$4,090.52"
26/08/22,Producto 2,$306.75
26/08/22,Producto 10,$940.43
26/08/22,Producto 7,"$2,334.62"
26/08/22,Producto 18,$31.97
26/08/22,Producto 9,"$4,853.01"
26/08/22,Producto 1,$220.87
26/08/22,Producto 23,"$1,996.32"
26/08/22,Producto 4,$599.70
26/08/22,Producto 6,"$4,778.80"
26/08/22,Producto 11,$259.87
26/08/22,Producto 17,"$1,303.21"
27/08/22,Producto 23,"$2,050.58"
27/08/22,Producto 18,$39.96
27/08/22,Producto 4,$659.67
27/08/22,Producto 1,$322.81
27/08/22,Producto 7,"$2,183.70"
27/08/22,Producto 14,"$3,610.23"
27/08/22,Producto 10,"$1,184.30"
27/08/22,Producto 17,"$1,333.20"
27/08/22,Producto 9,"$4,892.02"
27/08/22,Producto 2,$299.98
27/08/22,Producto 3,$54.78
27/08/22,Producto 11,$219.89
27/08/22,Producto 6,"$6,136.73"
27/08/22,Producto 5,"$4,383.34"
28/08/22,Producto 23,"$1,555.76"
28/08/22,Producto 7,"$1,400.16"
28/08/22,Producto 10,$674.60
28/08/22,Producto 19,$33.98
28/08/22,Producto 5,"$3,047.14"
28/08/22,Producto 14,"$2,678.19"
28/08/22,Producto 3,$24.90
28/08/22,Producto 17,$731.56
28/08/22,Producto 11,$59.97
28/08/22,Producto 9,"$3,241.62"
28/08/22,Producto 18,$28.97
28/08/22,Producto 2,$229.72
28/08/22,Producto 12,$1.75
28/08/22,Producto 4,$159.92
28/08/22,Producto 1,$271.84
28/08/22,Producto 6,"$4,239.20"
29/08/22,Producto 9,"$1,902.83"
29/08/22,Producto 6,"$2,521.55"
29/08/22,Producto 10,$619.62
29/08/22,Producto 11,$119.94
29/08/22,Producto 5,"$1,648.99"
29/08/22,Producto 17,$547.67
29/08/22,Producto 4,$224.89
29/08/22,Producto 1,$67.96
29/08/22,Producto 2,$177.13
29/08/22,Producto 3,$34.86
29/08/22,Producto 23,"$1,143.18"
29/08/22,Producto 7,$668.10
29/08/22,Producto 18,$66.93
29/08/22,Producto 14,"$1,835.23"
30/08/22,Producto 6,"$2,635.90"
30/08/22,Producto 14,"$1,870.38"
30/08/22,Producto 11,$19.99
30/08/22,Producto 10,$428.75
30/08/22,Producto 23,"$1,406.76"
30/08/22,Producto 4,$199.90
30/08/22,Producto 2,$166.79
30/08/22,Producto 5,"$1,574.04"
30/08/22,Producto 7,$944.43
30/08/22,Producto 17,$562.66
30/08/22,Producto 3,$32.37
30/08/22,Producto 1,$135.92
30/08/22,Producto 9,"$2,379.55"
31/08/22,Producto 17,$989.30
31/08/22,Producto 23,"$1,316.16"
31/08/22,Producto 9,"$3,096.67"
31/08/22,Producto 14,"$1,884.03"
31/08/22,Producto 11,$119.94
31/08/22,Producto 2,$189.87
31/08/22,Producto 10,"$1,256.07"
31/08/22,Producto 6,"$3,047.17"
31/08/22,Producto 18,$59.94
31/08/22,Producto 4,$279.86
31/08/22,Producto 5,"$3,010.84"
31/08/22,Producto 1,$151.90
31/08/22,Producto 3,$47.31
31/08/22,Producto 7,"$1,417.64"
01/09/22,Producto 23,"$1,567.41"
01/09/22,Producto 19,$15.99
01/09/22,Producto 2,$199.10
01/09/22,Producto 14,"$2,656.23"
01/09/22,Producto 5,"$4,323.35"
01/09/22,Producto 12,$0.00
01/09/22,Producto 3,$54.78
01/09/22,Producto 11,$139.93
01/09/22,Producto 9,"$3,923.31"
01/09/22,Producto 4,$359.82
01/09/22,Producto 1,$161.88
01/09/22,Producto 17,"$1,205.16"
01/09/22,Producto 7,"$1,963.30"
01/09/22,Producto 6,"$3,644.88"
01/09/22,Producto 10,"$1,379.95"
01/09/22,Producto 18,$54.94
02/09/22,Producto 23,"$2,453.18"
02/09/22,Producto 2,$300.46
02/09/22,Producto 10,"$1,788.64"
02/09/22,Producto 6,"$6,247.29"
02/09/22,Producto 5,"$7,213.46"
02/09/22,Producto 11,$279.86
02/09/22,Producto 9,"$7,060.23"
02/09/22,Producto 3,$49.80
02/09/22,Producto 7,"$2,938.73"
02/09/22,Producto 18,$19.98
02/09/22,Producto 4,$599.70
02/09/22,Producto 14,"$3,570.88"
02/09/22,Producto 17,"$1,778.76"
02/09/22,Producto 1,$413.70
03/09/22,Producto 3,$59.76
03/09/22,Producto 10,"$2,002.55"
03/09/22,Producto 16,$9.49
03/09/22,Producto 9,"$6,983.36"
03/09/22,Producto 6,"$6,614.26"
03/09/22,Producto 23,"$2,377.24"
03/09/22,Producto 14,"$4,278.01"
03/09/22,Producto 5,"$7,531.37"
03/09/22,Producto 2,$336.12
03/09/22,Producto 7,"$2,710.57"
03/09/22,Producto 11,$359.82
03/09/22,Producto 18,$72.10
03/09/22,Producto 17,"$1,938.68"
03/09/22,Producto 4,$779.61
03/09/22,Producto 1,$710.49
04/09/22,Producto 23,"$2,240.75"
04/09/22,Producto 4,$619.69
04/09/22,Producto 3,$39.84
04/09/22,Producto 19,$15.99
04/09/22,Producto 10,"$1,605.86"
04/09/22,Producto 5,"$6,303.72"
04/09/22,Producto 11,$179.91
04/09/22,Producto 9,"$5,377.46"
04/09/22,Producto 17,"$1,521.00"
04/09/22,Producto 18,$53.33
04/09/22,Producto 2,$305.46
04/09/22,Producto 6,"$5,528.41"
04/09/22,Producto 1,$522.65
04/09/22,Producto 14,"$3,624.60"
04/09/22,Producto 7,"$2,073.84"
05/09/22,Producto 7,"$1,599.02"
05/09/22,Producto 5,"$4,799.69"
05/09/22,Producto 18,$60.94
05/09/22,Producto 11,$219.89
05/09/22,Producto 2,$262.01
05/09/22,Producto 10,"$1,350.00"
05/09/22,Producto 9,"$5,463.46"
05/09/22,Producto 12,$1.75
05/09/22,Producto 17,"$1,026.29"
05/09/22,Producto 6,"$4,235.56"
05/09/22,Producto 3,$89.64
05/09/22,Producto 4,$439.78
05/09/22,Producto 1,$370.75
05/09/22,Producto 14,"$2,901.45"
05/09/22,Producto 19,$14.99
05/09/22,Producto 23,"$1,807.50"
06/09/22,Producto 16,$19.98
06/09/22,Producto 1,$77.94
06/09/22,Producto 10,$994.21
06/09/22,Producto 7,$756.55
06/09/22,Producto 11,$59.97
06/09/22,Producto 6,"$2,117.58"
06/09/22,Producto 5,"$2,670.11"
06/09/22,Producto 9,"$2,682.13"
06/09/22,Producto 4,$219.89
06/09/22,Producto 18,$19.98
06/09/22,Producto 23,$991.00
06/09/22,Producto 17,$388.73
06/09/22,Producto 2,$134.04
06/09/22,Producto 14,"$1,614.67"
06/09/22,Producto 3,$39.84
07/09/22,Producto 7,$879.47
07/09/22,Producto 9,"$2,322.30"
07/09/22,Producto 1,$50.97
07/09/22,Producto 6,"$2,637.69"
07/09/22,Producto 11,$119.94
07/09/22,Producto 14,"$1,702.22"
07/09/22,Producto 2,$160.94
07/09/22,Producto 23,"$1,173.65"
07/09/22,Producto 18,$49.44
07/09/22,Producto 3,$57.27
07/09/22,Producto 4,$259.87
07/09/22,Producto 5,"$1,744.93"
07/09/22,Producto 17,$464.71
07/09/22,Producto 10,$557.67
08/09/22,Producto 14,"$2,289.15"
08/09/22,Producto 5,"$2,717.34"
08/09/22,Producto 17,$535.67
08/09/22,Producto 23,"$1,200.27"
08/09/22,Producto 10,$505.69
08/09/22,Producto 9,"$2,534.08"
08/09/22,Producto 2,$205.82
08/09/22,Producto 11,$119.94
08/09/22,Producto 4,$379.81
08/09/22,Producto 18,$38.96
08/09/22,Producto 6,"$2,822.72"
08/09/22,Producto 16,$19.98
08/09/22,Producto 3,$14.94
08/09/22,Producto 1,$112.93
08/09/22,Producto 7,$937.95
09/09/22,Producto 7,"$1,790.45"
09/09/22,Producto 6,"$4,529.26"
09/09/22,Producto 3,$27.39
09/09/22,Producto 5,"$4,355.34"
09/09/22,Producto 11,$159.92
09/09/22,Producto 18,$72.59
09/09/22,Producto 19,$18.99
09/09/22,Producto 16,$41.63
09/09/22,Producto 4,$479.76
09/09/22,Producto 2,$248.43
09/09/22,Producto 1,$98.94
09/09/22,Producto 14,"$3,197.01"
09/09/22,Producto 10,$948.42
09/09/22,Producto 23,"$1,827.49"
09/09/22,Producto 17,$857.48
09/09/22,Producto 9,"$4,070.28"
10/09/22,Producto 10,"$1,084.35"
10/09/22,Producto 11,$159.92
10/09/22,Producto 4,$419.79
10/09/22,Producto 2,$213.27
10/09/22,Producto 17,"$1,213.25"
10/09/22,Producto 1,$211.87
10/09/22,Producto 6,"$5,189.93"
10/09/22,Producto 9,"$4,957.76"
10/09/22,Producto 14,"$3,257.75"
10/09/22,Producto 3,$49.80
10/09/22,Producto 18,$55.94
10/09/22,Producto 16,$39.46
10/09/22,Producto 23,"$2,074.89"
10/09/22,Producto 7,"$1,840.52"
10/09/22,Producto 5,"$5,007.54"
11/09/22,Producto 9,"$4,092.53"
11/09/22,Producto 23,"$1,733.58"
11/09/22,Producto 5,"$3,484.87"
11/09/22,Producto 17,$799.51
11/09/22,Producto 18,$30.64
11/09/22,Producto 2,$223.79
11/09/22,Producto 4,$479.76
11/09/22,Producto 6,"$4,547.74"
11/09/22,Producto 1,$231.86
11/09/22,Producto 10,$728.56
11/09/22,Producto 16,$19.98
11/09/22,Producto 14,"$2,569.98"
11/09/22,Producto 7,"$1,382.70"
11/09/22,Producto 20,$10.49
11/09/22,Producto 11,$59.97
11/09/22,Producto 3,$34.86
12/09/22,Producto 17,$597.62
12/09/22,Producto 12,$9.99
12/09/22,Producto 3,$14.94
12/09/22,Producto 5,"$1,897.84"
12/09/22,Producto 11,$59.97
12/09/22,Producto 2,$165.96
12/09/22,Producto 9,"$1,540.76"
12/09/22,Producto 14,"$1,842.42"
12/09/22,Producto 6,"$2,598.74"
12/09/22,Producto 7,$720.07
12/09/22,Producto 18,$31.97
12/09/22,Producto 10,$516.69
12/09/22,Producto 16,$59.44
12/09/22,Producto 4,$159.92
12/09/22,Producto 1,$129.92
12/09/22,Producto 23,$851.63
13/09/22,Producto 14,"$1,648.77"
13/09/22,Producto 9,"$1,746.81"
13/09/22,Producto 23,$867.63
13/09/22,Producto 4,$159.92
13/09/22,Producto 16,$19.98
13/09/22,Producto 7,$772.04
13/09/22,Producto 11,$59.97
13/09/22,Producto 6,"$2,284.95"
13/09/22,Producto 3,$22.41
13/09/22,Producto 10,$578.66
13/09/22,Producto 5,"$1,590.23"
13/09/22,Producto 17,$454.72
13/09/22,Producto 18,$29.97
13/09/22,Producto 1,$109.93
13/09/22,Producto 2,$158.19
14/09/22,Producto 23,$913.24
14/09/22,Producto 5,"$1,639.01"
14/09/22,Producto 16,$29.97
14/09/22,Producto 12,$9.99
14/09/22,Producto 18,$8.99
14/09/22,Producto 17,$466.72
14/09/22,Producto 9,"$1,993.28"
14/09/22,Producto 2,$188.85
14/09/22,Producto 19,$15.99
14/09/22,Producto 1,$135.92
14/09/22,Producto 11,$99.95
14/09/22,Producto 4,$399.80
14/09/22,Producto 6,"$2,199.47"
14/09/22,Producto 14,"$1,551.03"
14/09/22,Producto 10,$385.77
14/09/22,Producto 3,$32.37
14/09/22,Producto 7,$969.43
15/09/22,Producto 16,$69.93
15/09/22,Producto 14,"$1,833.05"
15/09/22,Producto 9,"$2,521.47"
15/09/22,Producto 3,$47.31
15/09/22,Producto 11,$139.93
15/09/22,Producto 23,"$1,321.51"
15/09/22,Producto 5,"$1,996.91"
15/09/22,Producto 6,"$2,886.15"
15/09/22,Producto 2,$188.67
15/09/22,Producto 7,"$1,107.35"
15/09/22,Producto 10,$462.72
15/09/22,Producto 1,$118.93
15/09/22,Producto 4,$399.80
15/09/22,Producto 17,$689.59
16/09/22,Producto 3,$34.86
16/09/22,Producto 18,$49.44
16/09/22,Producto 1,$101.94
16/09/22,Producto 5,"$3,569.27"
16/09/22,Producto 11,$179.91
16/09/22,Producto 12,$9.99
16/09/22,Producto 17,$960.43
16/09/22,Producto 16,$69.43
16/09/22,Producto 23,"$1,726.09"
16/09/22,Producto 14,"$2,588.07"
16/09/22,Producto 10,$797.53
16/09/22,Producto 6,"$4,472.58"
16/09/22,Producto 4,$539.73
16/09/22,Producto 9,"$4,245.46"
16/09/22,Producto 7,"$1,933.37"
16/09/22,Producto 2,$221.48
17/09/22,Producto 4,$579.71
17/09/22,Producto 7,"$1,874.91"
17/09/22,Producto 17,$942.44
17/09/22,Producto 11,$179.91
17/09/22,Producto 23,"$1,905.42"
17/09/22,Producto 2,$255.91
17/09/22,Producto 5,"$4,371.81"
17/09/22,Producto 16,$29.97
17/09/22,Producto 10,$864.49
17/09/22,Producto 6,"$5,241.92"
17/09/22,Producto 12,$1.75
17/09/22,Producto 18,$21.98
17/09/22,Producto 9,"$4,782.05"
17/09/22,Producto 1,$203.88
17/09/22,Producto 14,"$2,882.15"
17/09/22,Producto 3,$69.72
18/09/22,Producto 6,$49.95
18/09/22,Producto 17,$16.99
18/09/22,Producto 4,$19.99
19/09/22,Producto 12,$9.99
19/09/22,Producto 17,$425.75
19/09/22,Producto 1,$67.96
19/09/22,Producto 9,"$1,987.83"
19/09/22,Producto 2,$192.41
19/09/22,Producto 6,"$2,228.62"
19/09/22,Producto 16,$29.97
19/09/22,Producto 11,$119.94
19/09/22,Producto 14,"$1,556.33"
19/09/22,Producto 7,$746.56
19/09/22,Producto 3,$54.78
19/09/22,Producto 18,$19.98
19/09/22,Producto 23,$810.69
19/09/22,Producto 10,$339.80
19/09/22,Producto 5,"$1,395.37"
19/09/22,Producto 4,$239.88
20/09/22,Producto 23,$807.18
20/09/22,Producto 14,"$1,448.00"
20/09/22,Producto 16,$19.98
20/09/22,Producto 18,$28.97
20/09/22,Producto 17,$253.85
20/09/22,Producto 3,$27.39
20/09/22,Producto 7,$647.12
20/09/22,Producto 6,"$2,256.77"
20/09/22,Producto 9,"$1,559.63"
20/09/22,Producto 1,$67.96
20/09/22,Producto 12,$9.99
20/09/22,Producto 5,"$1,288.43"
20/09/22,Producto 4,$219.89
20/09/22,Producto 2,$197.41
20/09/22,Producto 11,$39.98
20/09/22,Producto 10,$405.76
21/09/22,Producto 4,$219.89
21/09/22,Producto 23,$941.39
21/09/22,Producto 5,"$1,788.32"
21/09/22,Producto 17,$522.69
21/09/22,Producto 18,$9.99
21/09/22,Producto 9,"$1,707.56"
21/09/22,Producto 10,$539.07
21/09/22,Producto 1,$95.94
21/09/22,Producto 7,$779.54
21/09/22,Producto 3,$54.78
21/09/22,Producto 14,"$1,892.78"
21/09/22,Producto 12,$11.74
21/09/22,Producto 16,$39.96
21/09/22,Producto 6,"$2,237.92"
21/09/22,Producto 2,$131.79
21/09/22,Producto 11,$99.95
22/09/22,Producto 3,$24.90
22/09/22,Producto 14,"$1,943.19"
22/09/22,Producto 4,$359.82
22/09/22,Producto 10,$730.56
22/09/22,Producto 23,"$1,067.92"
22/09/22,Producto 6,"$2,634.55"
22/09/22,Producto 2,$144.03
22/09/22,Producto 5,"$2,564.83"
22/09/22,Producto 9,"$2,334.60"
22/09/22,Producto 7,$966.91
22/09/22,Producto 16,$39.96
22/09/22,Producto 17,$649.60
22/09/22,Producto 1,$33.98
22/09/22,Producto 18,$9.99
22/09/22,Producto 12,$18.74
22/09/22,Producto 11,$79.96
23/09/22,Producto 17,$892.45
23/09/22,Producto 11,$119.94
23/09/22,Producto 7,"$1,402.68"
23/09/22,Producto 5,"$3,769.11"
23/09/22,Producto 14,"$3,029.88"
23/09/22,Producto 1,$98.94
23/09/22,Producto 3,$24.90
23/09/22,Producto 12,$9.99
23/09/22,Producto 10,"$1,062.36"
23/09/22,Producto 18,$29.97
23/09/22,Producto 2,$224.07
23/09/22,Producto 4,$519.74
23/09/22,Producto 6,"$4,664.80"
23/09/22,Producto 9,"$3,792.61"
23/09/22,Producto 16,$19.98
23/09/22,Producto 23,"$1,498.66"
24/09/22,Producto 4,$619.69
24/09/22,Producto 2,$236.65
24/09/22,Producto 23,"$1,722.76"
24/09/22,Producto 10,$948.42
24/09/22,Producto 1,$241.84
24/09/22,Producto 16,$39.96
24/09/22,Producto 9,"$4,872.49"
24/09/22,Producto 3,$52.29
24/09/22,Producto 6,"$4,771.87"
24/09/22,Producto 11,$159.92
24/09/22,Producto 14,"$3,219.69"
24/09/22,Producto 5,"$4,855.64"
24/09/22,Producto 18,$29.97
24/09/22,Producto 7,"$1,829.93"
24/09/22,Producto 17,"$1,350.18"
25/09/22,Producto 23,"$1,426.23"
25/09/22,Producto 5,"$3,367.14"
25/09/22,Producto 11,$119.94
25/09/22,Producto 6,"$3,948.62"
25/09/22,Producto 3,$24.90
25/09/22,Producto 19,$15.99
25/09/22,Producto 14,"$2,732.67"
25/09/22,Producto 9,"$3,396.78"
25/09/22,Producto 17,"$1,085.33"
25/09/22,Producto 4,$379.81
25/09/22,Producto 2,$272.27
25/09/22,Producto 1,$168.89
25/09/22,Producto 16,$99.90
25/09/22,Producto 18,$58.94
25/09/22,Producto 7,"$1,522.63"
25/09/22,Producto 10,$789.51
26/09/22,Producto 23,$878.16
26/09/22,Producto 3,$17.43
26/09/22,Producto 10,$597.64
26/09/22,Producto 18,$30.47
26/09/22,Producto 6,"$1,832.87"
26/09/22,Producto 11,$79.96
26/09/22,Producto 1,$64.96
26/09/22,Producto 9,"$1,415.94"
26/09/22,Producto 2,$144.11
26/09/22,Producto 17,$429.73
26/09/22,Producto 14,"$1,303.68"
26/09/22,Producto 5,"$1,790.60"
26/09/22,Producto 4,$279.86
26/09/22,Producto 7,$553.18
27/09/22,Producto 2,$161.00
27/09/22,Producto 9,"$2,090.91"
27/09/22,Producto 16,$19.98
27/09/22,Producto 4,$319.84
27/09/22,Producto 6,"$2,293.97"
27/09/22,Producto 11,$79.96
27/09/22,Producto 5,"$1,698.67"
27/09/22,Producto 7,$838.70
27/09/22,Producto 3,$34.86
27/09/22,Producto 17,$632.61
27/09/22,Producto 18,$29.97
27/09/22,Producto 1,$47.97
27/09/22,Producto 23,"$1,029.64"
27/09/22,Producto 14,"$1,431.22"
27/09/22,Producto 10,$393.76
28/09/22,Producto 11,$39.98
28/09/22,Producto 6,"$2,304.45"
28/09/22,Producto 17,$983.35
28/09/22,Producto 14,"$1,663.47"
28/09/22,Producto 3,$14.94
28/09/22,Producto 23,$882.29
28/09/22,Producto 7,$641.21
28/09/22,Producto 2,$227.21
28/09/22,Producto 10,"$1,001.33"
28/09/22,Producto 4,$239.88
28/09/22,Producto 1,$192.87
28/09/22,Producto 16,$59.44
28/09/22,Producto 5,"$1,949.72"
28/09/22,Producto 9,"$2,214.42"
28/09/22,Producto 18,$17.98
29/09/22,Producto 14,"$1,707.91"
29/09/22,Producto 16,$99.90
29/09/22,Producto 18,$9.99
29/09/22,Producto 9,"$3,102.12"
29/09/22,Producto 2,$239.90
29/09/22,Producto 6,"$2,972.84"
29/09/22,Producto 12,$9.99
29/09/22,Producto 4,$339.83
29/09/22,Producto 7,$819.11
29/09/22,Producto 17,$957.36
29/09/22,Producto 10,$820.43
29/09/22,Producto 5,"$2,845.63"
29/09/22,Producto 11,$119.94
29/09/22,Producto 1,$137.90
29/09/22,Producto 23,$908.60
29/09/22,Producto 3,$42.33
30/09/22,Producto 7,"$2,025.30"
30/09/22,Producto 17,"$1,449.08"
30/09/22,Producto 6,"$4,188.20"
30/09/22,Producto 5,"$4,569.54"
30/09/22,Producto 4,$579.71
30/09/22,Producto 11,$239.88
30/09/22,Producto 1,$205.86
30/09/22,Producto 2,$276.36
30/09/22,Producto 3,$42.33
30/09/22,Producto 9,"$3,983.75"
30/09/22,Producto 12,$9.99
30/09/22,Producto 23,"$1,801.23"
30/09/22,Producto 10,"$1,199.22"
30/09/22,Producto 14,"$2,788.11"
30/09/22,Producto 16,$82.59
01/10/22,Producto 11,$179.91
01/10/22,Producto 6,"$4,683.38"
01/10/22,Producto 17,"$1,210.21"
01/10/22,Producto 5,"$4,937.28"
01/10/22,Producto 2,$199.61
01/10/22,Producto 4,$499.75
01/10/22,Producto 23,"$1,848.65"
01/10/22,Producto 14,"$3,089.18"
01/10/22,Producto 1,$144.91
01/10/22,Producto 12,$16.99
01/10/22,Producto 9,"$4,759.01"
01/10/22,Producto 3,$37.35
01/10/22,Producto 16,$60.94
01/10/22,Producto 10,$967.35
01/10/22,Producto 7,"$1,515.11"
02/10/22,Producto 16,$79.92
02/10/22,Producto 23,"$1,067.60"
02/10/22,Producto 3,$34.86
02/10/22,Producto 7,"$1,148.94"
02/10/22,Producto 10,$784.49
02/10/22,Producto 9,"$3,488.20"
02/10/22,Producto 5,"$3,648.65"
02/10/22,Producto 17,"$1,174.26"
02/10/22,Producto 2,$224.29
02/10/22,Producto 1,$97.94
02/10/22,Producto 11,$119.94
02/10/22,Producto 4,$379.81
02/10/22,Producto 18,$17.98
02/10/22,Producto 6,"$3,667.57"
02/10/22,Producto 14,"$2,328.27"
03/10/22,Producto 2,$176.18
03/10/22,Producto 4,$99.95
03/10/22,Producto 6,"$2,027.37"
03/10/22,Producto 17,$629.59
03/10/22,Producto 7,$700.12
03/10/22,Producto 14,"$1,495.01"
03/10/22,Producto 11,$19.99
03/10/22,Producto 16,$20.98
03/10/22,Producto 10,$703.51
03/10/22,Producto 12,$10.99
03/10/22,Producto 23,$690.66
03/10/22,Producto 18,$1.75
03/10/22,Producto 9,"$1,695.63"
03/10/22,Producto 1,$38.97
03/10/22,Producto 3,$24.90
03/10/22,Producto 5,"$2,306.32"
04/10/22,Producto 3,$27.39
04/10/22,Producto 18,$10.99
04/10/22,Producto 1,$172.88
04/10/22,Producto 5,"$1,619.97"
04/10/22,Producto 11,$59.97
04/10/22,Producto 7,$540.69
04/10/22,Producto 16,$106.90
04/10/22,Producto 14,"$1,363.11"
04/10/22,Producto 10,$640.56
04/10/22,Producto 9,"$2,085.71"
04/10/22,Producto 2,$162.89
04/10/22,Producto 23,$996.72
04/10/22,Producto 6,"$2,013.91"
04/10/22,Producto 4,$279.86
04/10/22,Producto 17,$610.61
05/10/22,Producto 14,"$1,678.38"
05/10/22,Producto 4,$219.89
05/10/22,Producto 7,$604.67
05/10/22,Producto 23,$830.63
05/10/22,Producto 3,$37.35
05/10/22,Producto 18,$10.99
05/10/22,Producto 5,"$1,435.15"
05/10/22,Producto 6,"$1,876.61"
05/10/22,Producto 16,$84.42
05/10/22,Producto 1,$47.97
05/10/22,Producto 17,$465.71
05/10/22,Producto 10,$699.59
05/10/22,Producto 9,"$2,114.77"
05/10/22,Producto 11,$59.97
05/10/22,Producto 2,$201.56
06/10/22,Producto 1,$58.96
06/10/22,Producto 3,$24.90
06/10/22,Producto 17,$747.54
06/10/22,Producto 5,"$1,826.31"
06/10/22,Producto 6,"$2,818.58"
06/10/22,Producto 18,$10.99
06/10/22,Producto 2,$211.76
06/10/22,Producto 11,$59.97
06/10/22,Producto 16,$10.49
06/10/22,Producto 23,"$1,139.85"
06/10/22,Producto 7,"$1,090.91"
06/10/22,Producto 10,$658.60
06/10/22,Producto 14,"$1,678.45"
06/10/22,Producto 4,$279.86
06/10/22,Producto 9,"$2,455.56"
07/10/22,Producto 10,"$1,138.30"
07/10/22,Producto 17,"$1,239.23"
07/10/22,Producto 9,"$4,465.75"
07/10/22,Producto 7,"$1,698.56"
07/10/22,Producto 1,$155.22
07/10/22,Producto 14,"$2,822.45"
07/10/22,Producto 18,$5.49
07/10/22,Producto 5,"$3,567.90"
07/10/22,Producto 3,$39.84
07/10/22,Producto 16,$42.46
07/10/22,Producto 11,$139.93
07/10/22,Producto 2,$244.40
07/10/22,Producto 23,"$1,467.57"
07/10/22,Producto 4,$519.74
07/10/22,Producto 6,"$4,251.80"
08/10/22,Producto 3,$49.80
08/10/22,Producto 6,"$5,064.99"
08/10/22,Producto 4,$559.72
08/10/22,Producto 19,$15.99
08/10/22,Producto 2,$212.30
08/10/22,Producto 11,$139.93
08/10/22,Producto 14,"$3,276.88"
08/10/22,Producto 10,"$1,334.18"
08/10/22,Producto 1,$180.89
08/10/22,Producto 17,"$1,421.13"
08/10/22,Producto 16,$31.97
08/10/22,Producto 7,"$1,763.52"
08/10/22,Producto 5,"$4,470.57"
08/10/22,Producto 23,"$1,652.48"
08/10/22,Producto 9,"$4,485.36"
08/10/22,Producto 18,$10.99
09/10/22,Producto 4,$459.77
09/10/22,Producto 9,"$2,778.35"
09/10/22,Producto 14,"$2,308.84"
09/10/22,Producto 11,$59.97
09/10/22,Producto 1,$132.92
09/10/22,Producto 18,$23.73
09/10/22,Producto 6,"$3,597.72"
09/10/22,Producto 16,$42.96
09/10/22,Producto 5,"$2,906.57"
09/10/22,Producto 7,"$1,179.35"
09/10/22,Producto 17,$893.45
09/10/22,Producto 10,$744.55
09/10/22,Producto 2,$286.91
09/10/22,Producto 3,$34.86
09/10/22,Producto 23,"$1,217.25"
10/10/22,Producto 17,$306.21
10/10/22,Producto 4,$399.80
10/10/22,Producto 1,$50.97
10/10/22,Producto 3,$29.88
10/10/22,Producto 11,$119.94
10/10/22,Producto 2,$150.05
10/10/22,Producto 16,$42.96
10/10/22,Producto 7,$701.11
10/10/22,Producto 14,"$1,678.10"
10/10/22,Producto 18,$10.99
10/10/22,Producto 23,$875.62
10/10/22,Producto 6,"$2,121.29"
10/10/22,Producto 10,$395.76
10/10/22,Producto 5,"$1,657.80"
10/10/22,Producto 9,"$1,744.96"
10/10/22,Producto 19,$15.99
11/10/22,Producto 23,$991.19
11/10/22,Producto 2,$180.60
11/10/22,Producto 7,$590.67
11/10/22,Producto 4,$339.83
11/10/22,Producto 3,$19.92
11/10/22,Producto 17,$587.64
11/10/22,Producto 1,$30.98
11/10/22,Producto 6,"$2,210.87"
11/10/22,Producto 16,$31.97
11/10/22,Producto 18,$19.98
11/10/22,Producto 11,$139.93
11/10/22,Producto 5,"$1,479.62"
11/10/22,Producto 10,$340.80
11/10/22,Producto 9,"$1,891.57"
11/10/22,Producto 14,"$1,410.24"
12/10/22,Producto 23,$915.24
12/10/22,Producto 11,$79.96
12/10/22,Producto 16,$21.48
12/10/22,Producto 5,"$1,492.04"
12/10/22,Producto 4,$299.85
12/10/22,Producto 7,$808.55
12/10/22,Producto 10,$446.74
12/10/22,Producto 17,$339.80
12/10/22,Producto 14,"$1,700.77"
12/10/22,Producto 9,"$1,802.96"
12/10/22,Producto 1,$67.96
12/10/22,Producto 3,$32.37
12/10/22,Producto 2,$164.76
